,x4_Av,x13_2fmCon,x4_Gd,BsmtFullBath,FullBath,Fireplaces,OpenPorchSF,LotArea,x9_1.5Fin,isNew,LotFrontage_median,x9_2Story,x5_Grav,x13_Twnhs,x10_PConc,WoodDeckSF,hasGarage,x3_GdWo,firstFlrSF,x7_Inside,x4_No,TotRmsAbvGrd,x10_BrkTil,x7_CulDSac,x12_Y,YearRemodAdd,GarageArea,x6_FuseF,x3_MnPrv,x6_SBrkr,HalfBath
387,0.0,0.0,0.0,0,2,1.0,0.0,13923.6,0.0,False,80.0,1.0,0.0,0.0,0.0,0.0,True,0.0,1170.0,1.0,1.0,8.2,1.0,0.0,1.0,56,360.0,0.0,0.0,1.0,1
388,0.0,0.0,1.0,1,2,1.0,112.0,13923.6,0.0,False,90.4,0.0,0.0,0.0,1.0,81.0,True,0.0,1692.3000000000002,1.0,0.0,8.0,0.0,0.0,1.0,37,621.0,0.0,0.0,1.0,0
389,0.0,0.0,0.0,0,2,1.0,112.0,9588.0,0.0,True,69.0,1.0,0.0,0.0,1.0,0.0,True,0.0,1482.0,1.0,1.0,8.2,0.0,0.0,1.0,0,728.05,0.0,0.0,1.0,1
391,0.0,0.0,0.0,0,2,1.0,35.0,6792.0,0.0,True,40.0,0.0,0.0,0.0,1.0,132.0,True,0.0,1368.0,1.0,1.0,6.0,0.0,0.0,1.0,0,474.0,0.0,0.0,1.0,0
392,0.0,0.0,0.0,0,1,0.0,0.0,10800.0,1.0,False,60.0,0.0,0.0,0.0,0.0,0.0,False,0.0,720.0,1.0,1.0,6.0,0.0,0.0,0.0,56,0.0,0.0,0.0,0.0,1
393,0.0,0.0,0.0,0,1,0.0,0.0,8248.0,1.0,False,45.0,0.0,0.0,0.0,0.0,207.0,True,0.0,686.0,1.0,1.0,7.0,1.0,0.0,1.0,56,280.0,0.0,0.0,1.0,1
394,0.0,0.0,0.0,0,1,0.0,0.0,5825.0,0.0,False,52.0,0.0,0.0,0.0,1.0,0.0,True,0.0,747.0,1.0,0.0,5.0,0.0,0.0,1.0,53,528.0,0.0,0.0,1.0,0
395,0.0,0.0,0.0,0,2,0.0,0.0,6155.0,0.0,False,60.0,1.0,0.0,0.0,0.0,0.0,True,0.0,751.0,0.0,0.0,6.0,1.0,0.0,1.0,9,502.0,0.0,0.0,1.0,0
396,0.0,0.0,0.0,0,2,0.0,40.0,2522.0,0.0,True,29.599999999999998,1.0,0.0,1.0,1.0,0.0,True,0.0,970.0,1.0,1.0,7.0,0.0,0.0,1.0,0,380.0,0.0,0.0,1.0,0
397,0.0,0.0,0.0,0,2,1.0,0.0,13923.6,0.0,False,90.4,0.0,0.0,0.0,0.0,0.0,True,0.0,1692.3000000000002,0.0,1.0,6.0,0.0,0.0,1.0,8,578.0,0.0,0.0,1.0,1
398,0.0,0.0,0.0,0,1,1.0,0.0,8064.0,1.0,False,60.0,0.0,0.0,0.0,0.0,0.0,True,0.0,672.0,0.0,0.0,6.0,0.0,0.0,1.0,1,576.0,0.0,1.0,1.0,0
399,0.0,0.0,1.0,0,2,0.0,112.0,12205.0,0.0,False,70.0,1.0,0.0,0.0,0.0,133.0,True,0.0,976.0,1.0,0.0,8.2,0.0,0.0,1.0,0,444.0,0.0,0.0,1.0,1
400,1.0,0.0,0.0,1,1,1.0,112.0,4923.0,0.0,True,41.0,0.0,0.0,0.0,1.0,0.0,True,0.0,1593.0,1.0,0.0,5.0,0.0,0.0,1.0,6,682.0,0.0,0.0,1.0,1
401,0.0,0.0,0.0,1,3,1.6,0.0,13923.6,0.0,False,70.0,0.0,0.0,0.0,1.0,0.0,True,0.0,1692.3000000000002,0.0,1.0,8.2,0.0,1.0,1.0,32,484.0,0.0,0.0,1.0,0
402,0.0,0.0,1.0,1,1,0.0,0.0,9020.0,0.0,False,82.0,0.0,0.0,0.0,0.0,176.0,True,0.0,1350.0,0.0,0.0,6.0,0.0,0.0,1.0,44,520.0,0.0,0.0,1.0,1
403,0.0,0.0,0.0,0,1,0.0,39.0,13923.6,0.0,False,70.0,0.0,0.0,0.0,0.0,261.0,True,0.0,1188.0,0.0,1.0,6.0,0.0,1.0,1.0,48,312.0,0.0,0.0,1.0,0
404,0.0,0.0,0.0,1,1,0.0,64.0,9230.0,0.0,False,71.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1200.0,0.0,0.0,6.0,0.0,0.0,1.0,8,728.05,0.0,1.0,1.0,1
406,0.0,0.0,0.0,1,1,0.0,0.0,13526.0,0.0,False,70.0,0.0,0.0,0.0,0.0,180.0,True,0.0,935.0,0.0,1.0,5.0,0.0,1.0,1.0,41,288.0,0.0,1.0,1.0,0
407,1.0,0.0,0.0,1,1,1.0,0.0,5814.0,0.0,False,70.0,0.0,0.0,0.0,0.0,63.0,True,0.0,1360.0,0.0,0.0,4.0,0.0,1.0,1.0,25,565.0,0.0,0.0,1.0,0
408,0.0,0.0,0.0,1,1,1.0,0.0,11341.0,0.0,False,70.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1392.0,1.0,1.0,5.0,0.0,0.0,1.0,14,528.0,0.0,0.0,1.0,1
409,0.0,0.0,1.0,1,2,1.0,46.0,10437.0,0.0,False,90.4,0.0,0.0,0.0,1.0,236.0,True,0.0,1692.3000000000002,1.0,0.0,7.0,0.0,0.0,1.0,13,728.05,0.0,0.0,1.0,1
410,0.0,0.0,0.0,0,1,0.0,0.0,1680.0,0.0,False,29.599999999999998,1.0,0.0,1.0,0.0,0.0,True,0.0,525.0,1.0,1.0,6.0,0.0,0.0,1.0,39,264.0,0.0,0.0,1.0,1
411,1.0,0.0,0.0,1,1,0.0,0.0,8740.0,0.0,False,74.0,0.0,0.0,0.0,0.0,0.0,True,0.0,860.0,1.0,0.0,4.0,0.0,0.0,1.0,27,528.0,0.0,0.0,1.0,0
414,0.0,0.0,0.0,1,1,0.0,112.0,9340.0,0.0,False,50.0,0.0,0.0,0.0,0.0,0.0,True,0.0,672.0,1.0,1.0,4.0,0.0,0.0,1.0,59,234.0,0.0,0.0,1.0,0
415,0.0,0.0,0.0,0,2,1.6,74.0,10570.0,0.0,False,70.0,1.0,0.0,0.0,0.0,0.0,True,0.0,1549.0,1.0,1.0,8.2,0.0,0.0,1.0,13,440.0,0.0,0.0,1.0,1
416,0.0,0.0,0.0,1,2,1.0,112.0,13005.0,0.0,False,90.4,1.0,0.0,0.0,0.0,273.6,True,0.0,1153.0,0.0,1.0,8.2,0.0,0.0,1.0,29,484.0,0.0,0.0,1.0,1
417,0.0,0.0,0.0,0,1,0.0,35.0,3500.0,1.0,False,50.0,0.0,0.0,0.0,0.0,0.0,True,0.0,720.0,1.0,1.0,5.0,0.0,0.0,1.0,59,240.0,0.0,0.0,1.0,1
418,0.0,0.0,0.0,0,1,0.0,0.0,7990.0,0.0,False,88.0,0.0,0.0,0.0,0.0,0.0,True,0.0,924.0,1.0,1.0,5.0,0.0,0.0,1.0,33,280.0,0.0,1.0,1.0,0
419,0.0,0.0,0.0,1,1,1.0,0.0,10930.0,1.0,False,60.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1048.0,1.0,1.0,6.0,0.0,0.0,1.0,58,288.0,0.0,0.0,0.0,1
420,0.0,0.0,0.0,1,1,1.0,30.0,7917.0,0.0,False,70.0,0.0,0.0,0.0,0.0,273.6,True,0.0,1113.0,0.0,1.0,6.0,0.0,0.0,1.0,31,504.0,0.0,0.0,1.0,1
421,0.0,0.0,0.0,1,1,1.0,50.0,7056.0,0.0,False,71.0,1.0,0.0,0.0,0.0,0.0,True,0.0,983.0,1.0,1.0,8.0,0.0,0.0,1.0,45,483.0,0.0,0.0,1.0,1
422,0.0,0.0,0.0,1,2,1.0,0.0,12085.0,0.0,True,90.4,0.0,0.0,0.0,1.0,0.0,True,0.0,1692.3000000000002,1.0,1.0,7.0,0.0,0.0,1.0,0,728.05,0.0,0.0,1.0,0
423,0.0,0.0,0.0,0,1,0.0,0.0,8820.0,1.0,False,90.4,0.0,0.0,0.0,0.0,48.0,True,0.0,1188.0,0.0,1.0,7.0,1.0,0.0,1.0,13,456.0,0.0,0.0,1.0,0
424,0.0,0.0,0.0,1,1,1.0,0.0,9120.0,0.0,False,76.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1261.0,1.0,1.0,6.0,0.0,0.0,1.0,50,433.0,0.0,0.0,1.0,0
425,0.0,0.0,1.0,0,2,1.0,42.0,9760.0,0.0,False,80.0,1.0,0.0,0.0,0.0,239.0,True,0.0,1020.0,1.0,0.0,7.0,0.0,0.0,1.0,14,440.0,0.0,0.0,1.0,1
426,0.0,0.0,0.0,0,1,1.0,38.0,8737.0,1.0,False,70.0,0.0,0.0,0.0,0.0,0.0,True,0.0,915.0,1.0,1.0,6.0,1.0,0.0,1.0,57,440.0,0.0,0.0,0.0,1
428,0.0,0.0,0.0,0,1,0.0,0.0,13923.6,0.0,False,70.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1229.0,1.0,1.0,6.0,0.0,0.0,1.0,53,284.0,0.0,0.0,0.0,0
429,0.0,0.0,0.0,0,2,0.0,112.0,8640.0,0.0,True,72.0,0.0,0.0,0.0,1.0,0.0,True,0.0,1372.0,1.0,1.0,6.0,0.0,0.0,1.0,0,529.0,0.0,0.0,1.0,0
430,0.0,0.0,0.0,1,2,1.0,102.0,10800.0,0.0,True,85.0,1.0,0.0,0.0,1.0,0.0,True,0.0,1050.0,1.0,1.0,8.0,0.0,0.0,1.0,0,728.05,0.0,0.0,1.0,1
431,0.0,0.0,0.0,1,1,1.6,30.0,13923.6,0.0,False,38.0,0.0,0.0,0.0,1.0,120.0,True,0.0,1288.0,1.0,1.0,4.0,0.0,0.0,1.0,12,500.0,0.0,0.0,1.0,1
432,0.0,0.0,0.0,0,2,0.0,30.0,10680.0,0.0,False,89.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1692.3000000000002,1.0,1.0,7.0,0.0,0.0,0.0,55,528.0,0.0,1.0,0.0,0
433,0.0,0.0,0.0,1,1,0.0,0.0,7875.0,0.0,False,75.0,0.0,0.0,0.0,0.0,0.0,True,1.0,1144.0,1.0,1.0,6.0,0.0,0.0,1.0,47,456.0,0.0,0.0,1.0,0
434,0.0,0.0,0.0,0,2,0.0,0.0,5400.0,0.0,False,40.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1149.0,0.0,0.0,5.0,1.0,0.0,1.0,3,216.0,0.0,0.0,0.0,0
435,0.0,0.0,0.0,1,1,0.0,0.0,7742.0,0.0,False,66.0,0.0,0.0,0.0,0.0,0.0,True,0.0,955.0,1.0,1.0,6.0,0.0,0.0,1.0,41,386.0,0.0,1.0,1.0,0
436,0.0,0.0,0.0,1,1,1.0,0.0,10400.0,0.0,False,80.0,1.0,0.0,0.0,0.0,148.0,True,0.0,1012.0,1.0,1.0,8.0,0.0,0.0,1.0,34,484.0,0.0,0.0,1.0,2
437,0.0,0.0,0.0,0,1,0.0,0.0,9060.0,1.0,False,60.0,0.0,0.0,0.0,0.0,0.0,True,0.0,698.0,1.0,0.0,6.0,1.0,0.0,1.0,59,280.0,0.0,1.0,1.0,0
438,0.0,0.0,0.0,1,1,1.0,0.0,10140.0,0.0,False,78.0,0.0,0.0,0.0,0.0,265.0,True,0.0,1309.0,1.0,1.0,5.0,0.0,0.0,1.0,7,484.0,0.0,0.0,1.0,1
439,0.0,0.0,0.0,0,1,1.0,0.0,8280.0,0.0,False,57.0,0.0,0.0,0.0,0.0,0.0,True,0.0,932.0,1.0,1.0,4.0,0.0,0.0,1.0,57,306.0,0.0,0.0,0.0,0
440,0.0,0.0,1.0,1,1,1.6,62.0,13923.6,0.0,False,90.4,0.0,0.0,0.0,0.0,210.0,True,0.0,1656.0,0.0,0.0,7.0,0.0,0.0,1.0,50,528.0,0.0,0.0,1.0,0
441,0.0,0.0,0.0,1,1,0.0,32.0,13923.6,0.0,False,70.0,0.0,0.0,0.0,0.0,240.0,True,0.0,1096.0,0.0,0.0,6.0,0.0,0.0,1.0,37,299.0,0.0,0.0,1.0,0
443,0.0,0.0,0.0,0,2,1.0,48.0,8063.0,0.0,False,70.0,1.0,0.0,0.0,1.0,100.0,True,0.0,948.0,1.0,1.0,7.0,0.0,0.0,1.0,7,463.0,0.0,0.0,1.0,1
444,0.0,0.0,0.0,0,1,0.0,0.0,6420.0,0.0,False,57.0,0.0,0.0,0.0,1.0,0.0,True,0.0,1148.0,1.0,0.0,6.0,0.0,0.0,1.0,54,308.0,0.0,0.0,0.0,0
445,1.0,0.0,0.0,0,2,1.0,40.0,13923.6,0.0,True,60.0,1.0,0.0,0.0,1.0,100.0,True,0.0,734.0,1.0,0.0,7.0,0.0,0.0,1.0,1,372.0,0.0,0.0,1.0,1
446,0.0,0.0,0.0,1,2,0.0,50.0,2651.0,0.0,False,70.0,1.0,0.0,1.0,1.0,153.0,True,0.0,673.0,0.0,1.0,6.0,0.0,0.0,1.0,6,490.0,0.0,0.0,1.0,1
447,0.0,0.0,0.0,0,1,0.0,0.0,8777.0,0.0,False,67.0,0.0,0.0,0.0,0.0,273.6,False,0.0,796.0,1.0,1.0,4.0,0.0,0.0,1.0,58,0.0,0.0,1.0,0.0,0
448,0.0,0.0,0.0,1,1,1.0,35.0,9550.0,0.0,False,60.0,1.0,0.0,0.0,0.0,0.0,True,0.0,961.0,0.0,1.0,7.0,1.0,0.0,1.0,36,642.0,0.0,0.0,1.0,0
449,0.0,0.0,0.0,1,1,0.0,0.0,9920.0,0.0,False,80.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1063.0,1.0,1.0,6.0,0.0,0.0,1.0,56,280.0,0.0,1.0,1.0,0
450,1.0,0.0,0.0,1,2,1.0,75.0,12011.0,0.0,False,78.0,1.0,0.0,0.0,1.0,208.0,True,0.0,1086.0,0.0,0.0,7.0,0.0,1.0,1.0,8,592.0,0.0,0.0,1.0,1
451,1.0,0.0,0.0,0,2,1.0,48.0,11796.0,0.0,True,59.0,1.0,0.0,0.0,1.0,100.0,True,0.0,847.0,1.0,0.0,8.0,0.0,0.0,1.0,2,434.0,0.0,0.0,1.0,1
452,0.0,0.0,0.0,1,1,0.0,0.0,7500.0,0.0,False,75.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1040.0,0.0,1.0,5.0,0.0,0.0,1.0,47,308.0,0.0,1.0,1.0,1
453,0.0,0.0,1.0,1,2,1.0,25.0,13923.6,0.0,False,70.0,0.0,0.0,0.0,1.0,273.6,True,0.0,1494.0,1.0,0.0,5.0,0.0,0.0,1.0,9,514.0,0.0,0.0,1.0,0
454,0.0,0.0,0.0,0,2,1.0,28.0,10140.0,0.0,False,78.0,1.0,0.0,0.0,1.0,0.0,True,1.0,832.0,1.0,1.0,8.0,0.0,0.0,1.0,30,528.0,0.0,0.0,1.0,1
455,1.0,0.0,0.0,0,1,0.0,0.0,10482.0,0.0,False,65.0,0.0,0.0,0.0,0.0,224.0,True,0.0,1138.0,1.0,0.0,6.0,0.0,0.0,1.0,49,264.0,0.0,0.0,1.0,0
456,0.0,0.0,0.0,0,1,1.6,0.0,9480.0,0.0,False,79.0,1.0,0.0,0.0,0.0,168.0,True,0.0,888.0,1.0,1.0,7.0,0.0,0.0,1.0,12,312.0,0.0,0.0,1.0,1
457,0.0,0.0,0.0,0,2,0.0,55.0,4043.0,0.0,False,53.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1069.0,1.0,1.0,4.0,0.0,0.0,1.0,31,440.0,0.0,0.0,1.0,0
458,0.0,0.0,1.0,1,1,1.0,0.0,4438.0,0.0,True,70.0,0.0,0.0,0.0,1.0,140.0,True,0.0,848.0,1.0,0.0,4.0,0.0,0.0,1.0,4,420.0,0.0,0.0,1.0,0
459,0.0,0.0,0.0,1,1,0.0,0.0,7943.0,0.0,False,61.0,0.0,0.0,0.0,0.0,64.0,True,0.0,1029.0,1.0,0.0,5.0,0.0,0.0,1.0,46,261.0,0.0,0.0,1.0,0
460,1.0,0.0,0.0,1,2,0.0,29.0,10665.0,0.0,True,72.0,0.0,0.0,0.0,1.0,144.0,True,0.0,1479.0,1.0,0.0,7.0,0.0,0.0,1.0,4,558.0,0.0,0.0,1.0,0
461,1.0,0.0,0.0,1,2,0.0,35.0,9017.0,0.0,False,68.0,0.0,0.0,0.0,1.0,0.0,True,0.0,1431.0,1.0,0.0,6.0,0.0,0.0,1.0,10,666.0,0.0,0.0,1.0,0
462,0.0,0.0,0.0,0,2,0.0,112.0,3182.0,0.0,True,30.0,1.0,0.0,0.0,1.0,0.0,True,0.0,600.0,1.0,1.0,4.0,0.0,0.0,1.0,5,480.0,0.0,0.0,1.0,1
463,0.0,0.0,0.0,0,2,1.0,0.0,11952.0,0.0,False,90.4,1.0,0.0,0.0,0.0,0.0,True,0.0,1161.0,1.0,1.0,8.0,0.0,0.0,1.0,30,534.0,0.0,0.0,1.0,1
464,0.0,0.0,0.0,1,2,1.0,58.0,8049.0,0.0,False,50.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1339.0,0.0,1.0,6.0,0.0,1.0,1.0,16,484.0,0.0,0.0,1.0,0
465,0.0,0.0,0.0,0,1,1.6,0.0,11435.0,0.0,False,70.0,1.0,0.0,0.0,1.0,0.0,True,0.0,792.0,0.0,1.0,7.0,0.0,0.0,1.0,56,400.0,0.0,0.0,1.0,0
466,1.0,0.0,0.0,1,1,1.0,0.0,13400.0,0.0,False,85.0,0.0,0.0,0.0,0.0,0.0,True,1.0,1086.0,1.0,0.0,6.0,0.0,0.0,1.0,40,484.0,0.0,0.0,1.0,0
467,0.0,0.0,0.0,0,2,1.0,112.0,10005.0,0.0,False,83.0,1.0,0.0,0.0,0.0,273.6,True,0.0,1156.0,1.0,1.0,8.0,0.0,0.0,1.0,31,505.0,0.0,0.0,1.0,1
468,0.0,0.0,0.0,1,1,0.0,112.0,4274.0,0.0,True,35.0,0.0,0.0,0.0,1.0,0.0,True,0.0,1241.0,1.0,1.0,4.0,0.0,0.0,1.0,0,569.0,0.0,0.0,1.0,1
469,0.0,0.0,0.0,0,1,1.0,30.0,13673.0,0.0,False,40.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1692.3000000000002,0.0,1.0,8.0,0.0,1.0,1.0,45,349.0,0.0,0.0,1.0,1
471,0.0,0.0,0.0,0,1,0.0,0.0,2217.0,0.0,False,29.599999999999998,1.0,0.0,0.0,0.0,238.0,True,0.0,546.0,1.0,1.0,6.0,0.0,0.0,1.0,39,286.0,0.0,0.0,1.0,1
472,0.0,0.0,0.0,0,1,0.0,0.0,6324.0,0.0,False,60.0,0.0,0.0,0.0,0.0,49.0,True,0.0,520.0,1.0,1.0,4.0,1.0,0.0,0.0,58,240.0,0.0,0.0,1.0,0
473,0.0,0.0,0.0,0,2,0.0,27.0,2628.0,0.0,True,36.0,1.0,0.0,1.0,1.0,0.0,True,0.0,764.0,1.0,1.0,6.0,0.0,0.0,1.0,7,474.0,0.0,0.0,1.0,1
474,0.0,0.0,0.0,0,2,1.0,64.0,13923.6,0.0,False,70.0,0.0,0.0,0.0,0.0,273.6,True,0.0,1692.3000000000002,0.0,1.0,6.0,0.0,0.0,1.0,25,511.0,0.0,0.0,1.0,1
475,0.0,0.0,0.0,0,1,0.0,112.0,3600.0,0.0,False,60.0,1.0,0.0,0.0,0.0,0.0,True,0.0,684.0,1.0,1.0,7.0,0.0,0.0,0.0,13,216.0,0.0,0.0,0.0,0
476,0.0,0.0,0.0,0,2,0.0,102.0,3604.0,0.0,True,34.0,1.0,0.0,0.0,1.0,0.0,True,0.0,703.0,0.0,1.0,5.0,0.0,0.0,1.0,1,540.0,0.0,0.0,1.0,0
477,0.0,0.0,0.0,0,1,0.0,28.0,8765.0,0.0,False,50.0,0.0,0.0,0.0,0.0,0.0,True,0.0,951.0,1.0,1.0,6.0,1.0,0.0,0.0,56,327.0,0.0,0.0,1.0,0
478,0.0,0.0,0.0,1,2,1.6,68.0,10603.0,0.0,False,70.0,0.0,0.0,0.0,1.0,168.0,True,0.0,1610.0,1.0,0.0,6.0,0.0,0.0,1.0,9,480.0,0.0,0.0,1.0,0
479,0.0,0.0,0.0,1,1,1.0,36.0,8190.0,0.0,False,60.0,0.0,0.0,0.0,0.0,0.0,True,0.0,948.0,1.0,1.0,5.0,0.0,0.0,1.0,53,280.0,0.0,0.0,1.0,0
480,0.0,0.0,0.0,0,2,1.6,60.0,9042.0,0.0,False,66.0,1.0,0.0,0.0,0.0,0.0,True,0.0,1188.0,1.0,1.0,8.2,0.0,0.0,1.0,4,252.0,0.0,0.0,1.0,0
481,0.0,0.0,0.0,0,2,1.0,96.0,10335.0,0.0,False,78.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1692.3000000000002,1.0,1.0,7.0,0.0,0.0,1.0,13,440.0,0.0,1.0,1.0,1
482,0.0,0.0,1.0,1,1,0.0,0.0,10970.0,0.0,False,70.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1026.0,1.0,0.0,5.0,0.0,0.0,1.0,30,576.0,0.0,1.0,1.0,0
483,0.0,0.0,0.0,0,1,0.0,0.0,10320.0,1.0,False,60.0,0.0,0.0,0.0,0.0,57.0,True,0.0,756.0,1.0,1.0,7.0,0.0,0.0,1.0,13,216.0,0.0,1.0,1.0,0
484,0.0,0.0,0.0,0,1,1.0,0.0,8960.0,0.0,False,56.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1028.0,1.0,1.0,5.0,0.0,0.0,1.0,60,360.0,0.0,0.0,0.0,0
485,0.0,0.0,0.0,1,2,1.0,112.0,10316.0,0.0,False,70.0,1.0,0.0,0.0,1.0,0.0,True,0.0,992.0,1.0,1.0,7.0,0.0,0.0,1.0,8,728.05,0.0,0.0,1.0,1
486,0.0,0.0,0.0,0,3,1.0,112.0,11143.0,0.0,True,90.4,1.0,0.0,0.0,1.0,159.0,True,0.0,1580.0,0.0,1.0,8.0,0.0,0.0,1.0,2,610.0,0.0,0.0,1.0,0
487,0.0,0.0,0.0,1,1,0.0,0.0,9320.0,0.0,False,77.0,0.0,0.0,0.0,0.0,273.6,False,0.0,1225.0,1.0,1.0,6.0,0.0,0.0,1.0,51,0.0,0.0,0.0,1.0,1
488,1.0,0.0,0.0,1,1,1.0,0.0,7540.0,0.0,False,70.0,0.0,0.0,0.0,0.0,0.0,True,0.0,912.0,0.0,0.0,5.0,0.0,1.0,1.0,29,470.0,0.0,1.0,1.0,0
489,0.0,0.0,0.0,0,1,0.0,28.0,1890.0,0.0,False,29.599999999999998,1.0,0.0,1.0,0.0,144.0,True,0.0,672.0,1.0,1.0,7.0,0.0,0.0,1.0,34,264.0,0.0,0.0,1.0,1
490,0.0,0.0,0.0,0,1,0.0,0.0,9477.0,0.0,False,70.0,0.0,0.0,0.0,0.0,0.0,True,1.0,892.0,0.0,1.0,5.0,0.0,0.0,1.0,42,264.0,0.0,0.0,1.0,0
491,0.0,0.0,0.0,0,2,0.0,112.0,9246.0,0.0,False,87.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1656.0,1.0,1.0,8.0,0.0,0.0,1.0,35,506.0,0.0,0.0,1.0,0
492,0.0,0.0,0.0,1,1,0.0,0.0,8760.0,0.0,False,73.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1194.0,1.0,1.0,6.0,0.0,0.0,1.0,51,312.0,0.0,0.0,1.0,0
493,0.0,0.0,1.0,0,2,1.0,48.0,12394.0,0.0,True,70.0,1.0,0.0,0.0,1.0,100.0,True,0.0,847.0,0.0,0.0,7.0,0.0,0.0,1.0,4,433.0,0.0,0.0,1.0,1
494,0.0,0.0,0.0,0,2,1.0,63.0,7685.0,0.0,False,70.0,1.0,0.0,0.0,1.0,190.0,True,0.0,697.0,1.0,1.0,6.0,0.0,0.0,1.0,12,420.0,0.0,0.0,1.0,1
495,0.0,0.0,0.0,0,1,1.0,0.0,12665.0,1.0,False,90.4,0.0,0.0,0.0,0.0,273.6,True,0.0,876.0,1.0,0.0,7.0,1.0,0.0,1.0,58,720.0,0.0,0.0,1.0,1
497,0.0,0.0,0.0,1,1,0.0,0.0,9945.0,0.0,False,70.0,0.0,0.0,0.0,0.0,0.0,True,0.0,988.0,1.0,1.0,5.0,0.0,0.0,1.0,46,572.0,0.0,0.0,1.0,0
498,1.0,0.0,0.0,0,2,0.0,20.0,10084.0,0.0,True,84.0,0.0,0.0,0.0,1.0,144.0,True,0.0,1552.0,1.0,0.0,7.0,0.0,0.0,1.0,0,728.05,0.0,0.0,1.0,0
499,0.0,0.0,0.0,0,1,1.0,63.0,8250.0,0.0,False,55.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1211.0,1.0,1.0,5.0,0.0,0.0,1.0,40,322.0,0.0,0.0,1.0,0
500,0.0,0.0,0.0,1,2,1.0,0.0,13125.0,0.0,False,88.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1692.3000000000002,0.0,1.0,8.0,0.0,0.0,1.0,6,484.0,0.0,0.0,1.0,0
501,0.0,0.0,0.0,0,1,1.0,112.0,11664.0,0.0,False,60.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1082.0,1.0,1.0,5.0,0.0,0.0,1.0,57,240.0,0.0,0.0,1.0,0
502,0.0,0.0,0.0,1,2,1.0,44.0,10994.0,0.0,True,88.0,0.0,0.0,0.0,1.0,165.0,True,0.0,1692.3000000000002,0.0,1.0,7.0,0.0,0.0,1.0,3,620.0,0.0,0.0,1.0,0
503,0.0,0.0,0.0,0,2,1.0,26.0,2665.0,0.0,False,41.0,1.0,0.0,0.0,1.0,104.0,True,0.0,925.0,1.0,1.0,6.0,0.0,0.0,1.0,29,336.0,0.0,0.0,1.0,0
504,0.0,0.0,0.0,1,2,1.0,0.0,7259.0,0.0,False,61.0,1.0,0.0,0.0,0.0,224.0,True,0.0,1436.0,1.0,1.0,8.2,0.0,0.0,1.0,5,180.0,0.0,1.0,1.0,1
505,0.0,0.0,0.0,0,1,1.6,0.0,13125.0,0.0,False,75.0,1.0,0.0,0.0,0.0,0.0,True,0.0,960.0,1.0,1.0,6.0,0.0,0.0,1.0,23,240.0,0.0,0.0,1.0,1
506,0.0,0.0,0.0,0,2,1.0,112.0,9742.0,0.0,True,75.0,0.0,0.0,0.0,1.0,171.0,True,0.0,1692.3000000000002,1.0,1.0,7.0,0.0,0.0,1.0,6,534.0,0.0,0.0,1.0,0
507,1.0,0.0,0.0,1,2,1.0,29.0,12615.0,0.0,False,84.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1692.3000000000002,0.0,0.0,7.0,0.0,0.0,1.0,6,576.0,0.0,1.0,1.0,0
508,0.0,0.0,0.0,1,1,0.0,0.0,6951.0,0.0,False,37.0,0.0,0.0,0.0,0.0,273.6,True,0.0,923.0,0.0,1.0,5.0,0.0,1.0,1.0,23,264.0,0.0,1.0,1.0,0
509,0.0,0.0,0.0,0,1,0.0,0.0,9084.0,1.0,False,60.0,0.0,0.0,0.0,0.0,48.0,True,0.0,616.0,1.0,0.0,5.0,0.0,0.0,0.0,58,200.0,0.0,0.0,1.0,0
511,0.0,0.0,0.0,0,2,0.0,0.0,5790.0,0.0,False,60.0,1.0,0.0,0.0,0.0,0.0,True,0.0,840.0,0.0,1.0,8.0,0.0,0.0,0.0,60,379.0,0.0,0.0,1.0,0
512,0.0,0.0,0.0,1,2,0.0,112.0,4500.0,0.0,False,70.0,0.0,0.0,0.0,1.0,0.0,True,0.0,1224.0,0.0,1.0,5.0,0.0,0.0,1.0,10,402.0,0.0,0.0,1.0,0
513,0.0,0.0,0.0,1,2,0.0,112.0,8004.0,0.0,True,75.0,1.0,0.0,0.0,1.0,0.0,True,0.0,832.0,1.0,1.0,8.0,0.0,0.0,1.0,0,552.0,0.0,0.0,1.0,1
